trialIter,trialID,valid_cue,target_id,soa,cue_type,side,pic_version,pic_category,pic_type,pic_id,cue_category,cue_version,pic_file,cue_file,block
1,47,1,47,.7,label,right,A,motor,dirt,2,motor,A,motor_dirt_2,motor_label_A,0
1,102,1,102,.7,label,left,B,guitar,acoustic,1,guitar,B,guitar_acoustic_1,guitar_label_B,0
1,74,1,74,.6,label,left,B,dog,york,1,dog,B,dog_york_1,dog_label_B,0
1,287,0,143,.9,label,right,B,motor,harley,2,phone,B,motor_harley_2,phone_label_B,0
1,212,0,68,.9,label,right,A,phone,cell,1,motor,A,phone_cell_1,motor_label_A,0
1,204,0,60,.9,label,right,A,bird,hawk,1,motor,A,bird_hawk_1,motor_label_A,0
1,37,1,37,.7,label,right,A,bird,hawk,2,bird,A,bird_hawk_2,bird_label_A,0
1,242,0,98,.7,label,left,B,dog,york,1,drum,B,dog_york_1,drum_label_B,0
1,72,1,72,.6,label,left,B,bird,song,1,bird,B,bird_song_1,bird_label_B,0
1,249,0,105,.7,label,left,B,phone,rotary,2,dog,B,phone_rotary_2,dog_label_B,0
1,236,0,92,.6,label,right,B,phone,rotary,1,motor,B,phone_rotary_1,motor_label_B,0
1,25,1,25,.7,label,left,A,bird,hawk,2,bird,A,bird_hawk_2,bird_label_A,0
1,98,1,98,.7,label,left,B,dog,york,1,dog,B,dog_york_1,dog_label_B,0
1,65,1,65,.9,label,right,A,drum,kit,2,drum,A,drum_kit_2,drum_label_A,0
1,200,0,56,.9,label,left,A,phone,cell,1,motor,A,phone_cell_1,motor_label_A,0
1,73,1,73,.6,label,left,B,bird,song,2,bird,B,bird_song_2,bird_label_B,0
1,228,0,84,.6,label,right,B,bird,song,1,dog,B,bird_song_1,dog_label_B,0
1,79,1,79,.6,label,left,B,guitar,acoustic,2,guitar,B,guitar_acoustic_2,guitar_label_B,0
1,23,1,23,.6,label,right,A,motor,dirt,2,motor,A,motor_dirt_2,motor_label_A,0
1,240,0,96,.7,label,left,B,bird,song,1,drum,B,bird_song_1,drum_label_B,0
1,11,1,11,.6,label,left,A,motor,dirt,2,motor,A,motor_dirt_2,motor_label_A,0
1,12,1,12,.6,label,right,A,bird,hawk,1,bird,A,bird_hawk_1,bird_label_A,0
1,18,1,18,.6,label,right,A,guitar,electric,1,guitar,A,guitar_electric_1,guitar_label_A,0
1,276,0,132,.9,label,right,B,bird,song,1,dog,B,bird_song_1,dog_label_B,0
1,227,0,83,.6,label,left,B,motor,harley,2,phone,B,motor_harley_2,phone_label_B,0
1,271,0,127,.9,label,left,B,guitar,acoustic,2,motor,B,guitar_acoustic_2,motor_label_B,0
1,264,0,120,.9,label,left,B,bird,song,1,guitar,B,bird_song_1,guitar_label_B,0
1,150,0,6,.6,label,left,A,guitar,electric,1,bird,A,guitar_electric_1,bird_label_A,0
1,151,0,7,.6,label,left,A,guitar,electric,2,drum,A,guitar_electric_2,drum_label_A,0
1,168,0,24,.7,label,left,A,bird,hawk,1,guitar,A,bird_hawk_1,guitar_label_A,0
1,178,0,34,.7,label,left,A,motor,dirt,1,dog,A,motor_dirt_1,dog_label_A,0
1,206,0,62,.9,label,right,A,dog,rott,1,motor,A,dog_rott_1,motor_label_A,0
1,217,0,73,.6,label,left,B,bird,song,2,phone,B,bird_song_2,phone_label_B,0
1,123,1,123,.9,label,left,B,dog,york,2,dog,B,dog_york_2,dog_label_B,0
1,31,1,31,.7,label,left,A,guitar,electric,2,guitar,A,guitar_electric_2,guitar_label_A,0
1,191,0,47,.7,label,right,A,motor,dirt,2,drum,A,motor_dirt_2,drum_label_A,0
1,182,0,38,.7,label,right,A,dog,rott,1,phone,A,dog_rott_1,phone_label_A,0
1,134,1,134,.9,label,right,B,dog,york,1,dog,B,dog_york_1,dog_label_B,0
1,14,1,14,.6,label,right,A,dog,rott,1,dog,A,dog_rott_1,dog_label_A,0
1,254,0,110,.7,label,right,B,dog,york,1,phone,B,dog_york_1,phone_label_B,0
1,131,1,131,.9,label,left,B,motor,harley,2,motor,B,motor_harley_2,motor_label_B,0
1,203,0,59,.9,label,left,A,motor,dirt,2,guitar,A,motor_dirt_2,guitar_label_A,0
1,52,1,52,.9,label,left,A,drum,kit,1,drum,A,drum_kit_1,drum_label_A,0
1,107,1,107,.7,label,left,B,motor,harley,2,motor,B,motor_harley_2,motor_label_B,0
1,156,0,12,.6,label,right,A,bird,hawk,1,phone,A,bird_hawk_1,phone_label_A,0
1,273,0,129,.9,label,left,B,phone,rotary,2,bird,B,phone_rotary_2,bird_label_B,0
1,256,0,112,.7,label,right,B,drum,bongo,1,dog,B,drum_bongo_1,dog_label_B,0
1,174,0,30,.7,label,left,A,guitar,electric,1,bird,A,guitar_electric_1,bird_label_A,0
1,181,0,37,.7,label,right,A,bird,hawk,2,phone,A,bird_hawk_2,phone_label_A,0
1,141,1,141,.9,label,right,B,phone,rotary,2,phone,B,phone_rotary_2,phone_label_B,0
1,263,0,119,.7,label,right,B,motor,harley,2,drum,B,motor_harley_2,drum_label_B,0
1,126,1,126,.9,label,left,B,guitar,acoustic,1,guitar,B,guitar_acoustic_1,guitar_label_B,0
1,121,1,121,.9,label,left,B,bird,song,2,bird,B,bird_song_2,bird_label_B,0
1,38,1,38,.7,label,right,A,dog,rott,1,dog,A,dog_rott_1,dog_label_A,0
1,245,0,101,.7,label,left,B,drum,bongo,2,phone,B,drum_bongo_2,phone_label_B,0
1,284,0,140,.9,label,right,B,phone,rotary,1,dog,B,phone_rotary_1,dog_label_B,0
1,186,0,42,.7,label,right,A,guitar,electric,1,motor,A,guitar_electric_1,motor_label_A,0
1,172,0,28,.7,label,left,A,drum,kit,1,bird,A,drum_kit_1,bird_label_A,0
1,17,1,17,.6,label,right,A,drum,kit,2,drum,A,drum_kit_2,drum_label_A,0
1,106,1,106,.7,label,left,B,motor,harley,1,motor,B,motor_harley_1,motor_label_B,0
1,5,1,5,.6,label,left,A,drum,kit,2,drum,A,drum_kit_2,drum_label_A,0
1,94,1,94,.6,label,right,B,motor,harley,1,motor,B,motor_harley_1,motor_label_B,0
1,114,1,114,.7,label,right,B,guitar,acoustic,1,guitar,B,guitar_acoustic_1,guitar_label_B,0
1,157,0,13,.6,label,right,A,bird,hawk,2,dog,A,bird_hawk_2,dog_label_A,0
1,93,1,93,.6,label,right,B,phone,rotary,2,phone,B,phone_rotary_2,phone_label_B,0
1,222,0,78,.6,label,left,B,guitar,acoustic,1,dog,B,guitar_acoustic_1,dog_label_B,0
1,81,1,81,.6,label,left,B,phone,rotary,2,phone,B,phone_rotary_2,phone_label_B,0
1,125,1,125,.9,label,left,B,drum,bongo,2,drum,B,drum_bongo_2,drum_label_B,0
1,215,0,71,.9,label,right,A,motor,dirt,2,phone,A,motor_dirt_2,phone_label_A,0
1,201,0,57,.9,label,left,A,phone,cell,2,dog,A,phone_cell_2,dog_label_A,0
1,3,1,3,.6,label,left,A,dog,rott,2,dog,A,dog_rott_2,dog_label_A,0
1,70,1,70,.9,label,right,A,motor,dirt,1,motor,A,motor_dirt_1,motor_label_A,0
1,237,0,93,.6,label,right,B,phone,rotary,2,bird,B,phone_rotary_2,bird_label_B,0
1,46,1,46,.7,label,right,A,motor,dirt,1,motor,A,motor_dirt_1,motor_label_A,0
1,119,1,119,.7,label,right,B,motor,harley,2,motor,B,motor_harley_2,motor_label_B,0
1,55,1,55,.9,label,left,A,guitar,electric,2,guitar,A,guitar_electric_2,guitar_label_A,0
1,171,0,27,.7,label,left,A,dog,rott,2,motor,A,dog_rott_2,motor_label_A,0
1,56,1,56,.9,label,left,A,phone,cell,1,phone,A,phone_cell_1,phone_label_A,0
1,268,0,124,.9,label,left,B,drum,bongo,1,guitar,B,drum_bongo_1,guitar_label_B,0
1,68,1,68,.9,label,right,A,phone,cell,1,phone,A,phone_cell_1,phone_label_A,0
1,262,0,118,.7,label,right,B,motor,harley,1,dog,B,motor_harley_1,dog_label_B,0
1,43,1,43,.7,label,right,A,guitar,electric,2,guitar,A,guitar_electric_2,guitar_label_A,0
1,183,0,39,.7,label,right,A,dog,rott,2,drum,A,dog_rott_2,drum_label_A,0
1,147,0,3,.6,label,left,A,dog,rott,2,guitar,A,dog_rott_2,guitar_label_A,0
1,278,0,134,.9,label,right,B,dog,york,1,phone,B,dog_york_1,phone_label_B,0
1,279,0,135,.9,label,right,B,dog,york,2,guitar,B,dog_york_2,guitar_label_B,0
1,190,0,46,.7,label,right,A,motor,dirt,1,bird,A,motor_dirt_1,bird_label_A,0
1,140,1,140,.9,label,right,B,phone,rotary,1,phone,B,phone_rotary_1,phone_label_B,0
1,32,1,32,.7,label,left,A,phone,cell,1,phone,A,phone_cell_1,phone_label_A,0
1,96,1,96,.7,label,left,B,bird,song,1,bird,B,bird_song_1,bird_label_B,0
1,167,0,23,.6,label,right,A,motor,dirt,2,dog,A,motor_dirt_2,dog_label_A,0
1,105,1,105,.7,label,left,B,phone,rotary,2,phone,B,phone_rotary_2,phone_label_B,0
1,253,0,109,.7,label,right,B,bird,song,2,phone,B,bird_song_2,phone_label_B,0
1,230,0,86,.6,label,right,B,dog,york,1,guitar,B,dog_york_1,guitar_label_B,0
1,197,0,53,.9,label,left,A,drum,kit,2,phone,A,drum_kit_2,phone_label_A,0
1,235,0,91,.6,label,right,B,guitar,acoustic,2,dog,B,guitar_acoustic_2,dog_label_B,0
1,49,1,49,.9,label,left,A,bird,hawk,2,bird,A,bird_hawk_2,bird_label_A,0
1,209,0,65,.9,label,right,A,drum,kit,2,guitar,A,drum_kit_2,guitar_label_A,0
1,20,1,20,.6,label,right,A,phone,cell,1,phone,A,phone_cell_1,phone_label_A,0
1,29,1,29,.7,label,left,A,drum,kit,2,drum,A,drum_kit_2,drum_label_A,0
1,195,0,51,.9,label,left,A,dog,rott,2,motor,A,dog_rott_2,motor_label_A,0
1,44,1,44,.7,label,right,A,phone,cell,1,phone,A,phone_cell_1,phone_label_A,0
1,269,0,125,.9,label,left,B,drum,bongo,2,motor,B,drum_bongo_2,motor_label_B,0
1,24,1,24,.7,label,left,A,bird,hawk,1,bird,A,bird_hawk_1,bird_label_A,0
1,62,1,62,.9,label,right,A,dog,rott,1,dog,A,dog_rott_1,dog_label_A,0
1,101,1,101,.7,label,left,B,drum,bongo,2,drum,B,drum_bongo_2,drum_label_B,0
1,286,0,142,.9,label,right,B,motor,harley,1,phone,B,motor_harley_1,phone_label_B,0
1,144,0,0,.6,label,left,A,bird,hawk,1,dog,A,bird_hawk_1,dog_label_A,0
1,10,1,10,.6,label,left,A,motor,dirt,1,motor,A,motor_dirt_1,motor_label_A,0
1,196,0,52,.9,label,left,A,drum,kit,1,guitar,A,drum_kit_1,guitar_label_A,0
1,120,1,120,.9,label,left,B,bird,song,1,bird,B,bird_song_1,bird_label_B,0
1,158,0,14,.6,label,right,A,dog,rott,1,guitar,A,dog_rott_1,guitar_label_A,0
1,50,1,50,.9,label,left,A,dog,rott,1,dog,A,dog_rott_1,dog_label_A,0
1,77,1,77,.6,label,left,B,drum,bongo,2,drum,B,drum_bongo_2,drum_label_B,0
1,277,0,133,.9,label,right,B,bird,song,2,drum,B,bird_song_2,drum_label_B,0
1,71,1,71,.9,label,right,A,motor,dirt,2,motor,A,motor_dirt_2,motor_label_A,0
1,149,0,5,.6,label,left,A,drum,kit,2,phone,A,drum_kit_2,phone_label_A,0
1,0,1,0,.6,label,left,A,bird,hawk,1,bird,A,bird_hawk_1,bird_label_A,0
1,261,0,117,.7,label,right,B,phone,rotary,2,bird,B,phone_rotary_2,bird_label_B,0
1,7,1,7,.6,label,left,A,guitar,electric,2,guitar,A,guitar_electric_2,guitar_label_A,1
1,198,0,54,.9,label,left,A,guitar,electric,1,motor,A,guitar_electric_1,motor_label_A,1
1,16,1,16,.6,label,right,A,drum,kit,1,drum,A,drum_kit_1,drum_label_A,1
1,133,1,133,.9,label,right,B,bird,song,2,bird,B,bird_song_2,bird_label_B,1
1,270,0,126,.9,label,left,B,guitar,acoustic,1,bird,B,guitar_acoustic_1,bird_label_B,1
1,84,1,84,.6,label,right,B,bird,song,1,bird,B,bird_song_1,bird_label_B,1
1,90,1,90,.6,label,right,B,guitar,acoustic,1,guitar,B,guitar_acoustic_1,guitar_label_B,1
1,224,0,80,.6,label,left,B,phone,rotary,1,bird,B,phone_rotary_1,bird_label_B,1
1,165,0,21,.6,label,right,A,phone,cell,2,motor,A,phone_cell_2,motor_label_A,1
1,45,1,45,.7,label,right,A,phone,cell,2,phone,A,phone_cell_2,phone_label_A,1
1,58,1,58,.9,label,left,A,motor,dirt,1,motor,A,motor_dirt_1,motor_label_A,1
1,117,1,117,.7,label,right,B,phone,rotary,2,phone,B,phone_rotary_2,phone_label_B,1
1,148,0,4,.6,label,left,A,drum,kit,1,dog,A,drum_kit_1,dog_label_A,1
1,153,0,9,.6,label,left,A,phone,cell,2,bird,A,phone_cell_2,bird_label_A,1
1,112,1,112,.7,label,right,B,drum,bongo,1,drum,B,drum_bongo_1,drum_label_B,1
1,180,0,36,.7,label,right,A,bird,hawk,1,phone,A,bird_hawk_1,phone_label_A,1
1,75,1,75,.6,label,left,B,dog,york,2,dog,B,dog_york_2,dog_label_B,1
1,143,1,143,.9,label,right,B,motor,harley,2,motor,B,motor_harley_2,motor_label_B,1
1,248,0,104,.7,label,left,B,phone,rotary,1,guitar,B,phone_rotary_1,guitar_label_B,1
1,184,0,40,.7,label,right,A,drum,kit,1,phone,A,drum_kit_1,phone_label_A,1
1,218,0,74,.6,label,left,B,dog,york,1,phone,B,dog_york_1,phone_label_B,1
1,100,1,100,.7,label,left,B,drum,bongo,1,drum,B,drum_bongo_1,drum_label_B,1
1,207,0,63,.9,label,right,A,dog,rott,2,motor,A,dog_rott_2,motor_label_A,1
1,145,0,1,.6,label,left,A,bird,hawk,2,phone,A,bird_hawk_2,phone_label_A,1
1,142,1,142,.9,label,right,B,motor,harley,1,motor,B,motor_harley_1,motor_label_B,1
1,129,1,129,.9,label,left,B,phone,rotary,2,phone,B,phone_rotary_2,phone_label_B,1
1,214,0,70,.9,label,right,A,motor,dirt,1,dog,A,motor_dirt_1,dog_label_A,1
1,13,1,13,.6,label,right,A,bird,hawk,2,bird,A,bird_hawk_2,bird_label_A,1
1,15,1,15,.6,label,right,A,dog,rott,2,dog,A,dog_rott_2,dog_label_A,1
1,283,0,139,.9,label,right,B,guitar,acoustic,2,phone,B,guitar_acoustic_2,phone_label_B,1
1,59,1,59,.9,label,left,A,motor,dirt,2,motor,A,motor_dirt_2,motor_label_A,1
1,103,1,103,.7,label,left,B,guitar,acoustic,2,guitar,B,guitar_acoustic_2,guitar_label_B,1
1,82,1,82,.6,label,left,B,motor,harley,1,motor,B,motor_harley_1,motor_label_B,1
1,282,0,138,.9,label,right,B,guitar,acoustic,1,dog,B,guitar_acoustic_1,dog_label_B,1
1,21,1,21,.6,label,right,A,phone,cell,2,phone,A,phone_cell_2,phone_label_A,1
1,124,1,124,.9,label,left,B,drum,bongo,1,drum,B,drum_bongo_1,drum_label_B,1
1,205,0,61,.9,label,right,A,bird,hawk,2,motor,A,bird_hawk_2,motor_label_A,1
1,275,0,131,.9,label,left,B,motor,harley,2,dog,B,motor_harley_2,dog_label_B,1
1,97,1,97,.7,label,left,B,bird,song,2,bird,B,bird_song_2,bird_label_B,1
1,260,0,116,.7,label,right,B,phone,rotary,1,drum,B,phone_rotary_1,drum_label_B,1
1,118,1,118,.7,label,right,B,motor,harley,1,motor,B,motor_harley_1,motor_label_B,1
1,216,0,72,.6,label,left,B,bird,song,1,phone,B,bird_song_1,phone_label_B,1
1,243,0,99,.7,label,left,B,dog,york,2,drum,B,dog_york_2,drum_label_B,1
1,251,0,107,.7,label,left,B,motor,harley,2,dog,B,motor_harley_2,dog_label_B,1
1,192,0,48,.9,label,left,A,bird,hawk,1,phone,A,bird_hawk_1,phone_label_A,1
1,210,0,66,.9,label,right,A,guitar,electric,1,motor,A,guitar_electric_1,motor_label_A,1
1,226,0,82,.6,label,left,B,motor,harley,1,phone,B,motor_harley_1,phone_label_B,1
1,189,0,45,.7,label,right,A,phone,cell,2,motor,A,phone_cell_2,motor_label_A,1
1,92,1,92,.6,label,right,B,phone,rotary,1,phone,B,phone_rotary_1,phone_label_B,1
1,6,1,6,.6,label,left,A,guitar,electric,1,guitar,A,guitar_electric_1,guitar_label_A,1
1,223,0,79,.6,label,left,B,guitar,acoustic,2,dog,B,guitar_acoustic_2,dog_label_B,1
1,255,0,111,.7,label,right,B,dog,york,2,motor,B,dog_york_2,motor_label_B,1
1,162,0,18,.6,label,right,A,guitar,electric,1,drum,A,guitar_electric_1,drum_label_A,1
1,66,1,66,.9,label,right,A,guitar,electric,1,guitar,A,guitar_electric_1,guitar_label_A,1
1,33,1,33,.7,label,left,A,phone,cell,2,phone,A,phone_cell_2,phone_label_A,1
1,265,0,121,.9,label,left,B,bird,song,2,dog,B,bird_song_2,dog_label_B,1
1,220,0,76,.6,label,left,B,drum,bongo,1,bird,B,drum_bongo_1,bird_label_B,1
1,281,0,137,.9,label,right,B,drum,bongo,2,phone,B,drum_bongo_2,phone_label_B,1
1,244,0,100,.7,label,left,B,drum,bongo,1,dog,B,drum_bongo_1,dog_label_B,1
1,48,1,48,.9,label,left,A,bird,hawk,1,bird,A,bird_hawk_1,bird_label_A,1
1,53,1,53,.9,label,left,A,drum,kit,2,drum,A,drum_kit_2,drum_label_A,1
1,83,1,83,.6,label,left,B,motor,harley,2,motor,B,motor_harley_2,motor_label_B,1
1,109,1,109,.7,label,right,B,bird,song,2,bird,B,bird_song_2,bird_label_B,1
1,175,0,31,.7,label,left,A,guitar,electric,2,motor,A,guitar_electric_2,motor_label_A,1
1,34,1,34,.7,label,left,A,motor,dirt,1,motor,A,motor_dirt_1,motor_label_A,1
1,116,1,116,.7,label,right,B,phone,rotary,1,phone,B,phone_rotary_1,phone_label_B,1
1,27,1,27,.7,label,left,A,dog,rott,2,dog,A,dog_rott_2,dog_label_A,1
1,76,1,76,.6,label,left,B,drum,bongo,1,drum,B,drum_bongo_1,drum_label_B,1
1,135,1,135,.9,label,right,B,dog,york,2,dog,B,dog_york_2,dog_label_B,1
1,78,1,78,.6,label,left,B,guitar,acoustic,1,guitar,B,guitar_acoustic_1,guitar_label_B,1
1,274,0,130,.9,label,left,B,motor,harley,1,bird,B,motor_harley_1,bird_label_B,1
1,57,1,57,.9,label,left,A,phone,cell,2,phone,A,phone_cell_2,phone_label_A,1
1,138,1,138,.9,label,right,B,guitar,acoustic,1,guitar,B,guitar_acoustic_1,guitar_label_B,1
1,130,1,130,.9,label,left,B,motor,harley,1,motor,B,motor_harley_1,motor_label_B,1
1,139,1,139,.9,label,right,B,guitar,acoustic,2,guitar,B,guitar_acoustic_2,guitar_label_B,1
1,60,1,60,.9,label,right,A,bird,hawk,1,bird,A,bird_hawk_1,bird_label_A,1
1,22,1,22,.6,label,right,A,motor,dirt,1,motor,A,motor_dirt_1,motor_label_A,1
1,166,0,22,.6,label,right,A,motor,dirt,1,dog,A,motor_dirt_1,dog_label_A,1
1,285,0,141,.9,label,right,B,phone,rotary,2,guitar,B,phone_rotary_2,guitar_label_B,1
1,2,1,2,.6,label,left,A,dog,rott,1,dog,A,dog_rott_1,dog_label_A,1
1,87,1,87,.6,label,right,B,dog,york,2,dog,B,dog_york_2,dog_label_B,1
1,257,0,113,.7,label,right,B,drum,bongo,2,guitar,B,drum_bongo_2,guitar_label_B,1
1,9,1,9,.6,label,left,A,phone,cell,2,phone,A,phone_cell_2,phone_label_A,1
1,155,0,11,.6,label,left,A,motor,dirt,2,bird,A,motor_dirt_2,bird_label_A,1
1,42,1,42,.7,label,right,A,guitar,electric,1,guitar,A,guitar_electric_1,guitar_label_A,1
1,36,1,36,.7,label,right,A,bird,hawk,1,bird,A,bird_hawk_1,bird_label_A,1
1,63,1,63,.9,label,right,A,dog,rott,2,dog,A,dog_rott_2,dog_label_A,1
1,91,1,91,.6,label,right,B,guitar,acoustic,2,guitar,B,guitar_acoustic_2,guitar_label_B,1
1,233,0,89,.6,label,right,B,drum,bongo,2,motor,B,drum_bongo_2,motor_label_B,1
1,232,0,88,.6,label,right,B,drum,bongo,1,phone,B,drum_bongo_1,phone_label_B,1
1,39,1,39,.7,label,right,A,dog,rott,2,dog,A,dog_rott_2,dog_label_A,1
1,146,0,2,.6,label,left,A,dog,rott,1,phone,A,dog_rott_1,phone_label_A,1
1,246,0,102,.7,label,left,B,guitar,acoustic,1,motor,B,guitar_acoustic_1,motor_label_B,1
1,122,1,122,.9,label,left,B,dog,york,1,dog,B,dog_york_1,dog_label_B,1
1,54,1,54,.9,label,left,A,guitar,electric,1,guitar,A,guitar_electric_1,guitar_label_A,1
1,28,1,28,.7,label,left,A,drum,kit,1,drum,A,drum_kit_1,drum_label_A,1
1,219,0,75,.6,label,left,B,dog,york,2,guitar,B,dog_york_2,guitar_label_B,1
1,99,1,99,.7,label,left,B,dog,york,2,dog,B,dog_york_2,dog_label_B,1
1,179,0,35,.7,label,left,A,motor,dirt,2,bird,A,motor_dirt_2,bird_label_A,1
1,136,1,136,.9,label,right,B,drum,bongo,1,drum,B,drum_bongo_1,drum_label_B,1
1,177,0,33,.7,label,left,A,phone,cell,2,bird,A,phone_cell_2,bird_label_A,1
1,4,1,4,.6,label,left,A,drum,kit,1,drum,A,drum_kit_1,drum_label_A,1
1,154,0,10,.6,label,left,A,motor,dirt,1,guitar,A,motor_dirt_1,guitar_label_A,1
1,85,1,85,.6,label,right,B,bird,song,2,bird,B,bird_song_2,bird_label_B,1
1,208,0,64,.9,label,right,A,drum,kit,1,guitar,A,drum_kit_1,guitar_label_A,1
1,1,1,1,.6,label,left,A,bird,hawk,2,bird,A,bird_hawk_2,bird_label_A,1
1,164,0,20,.6,label,right,A,phone,cell,1,drum,A,phone_cell_1,drum_label_A,1
1,64,1,64,.9,label,right,A,drum,kit,1,drum,A,drum_kit_1,drum_label_A,1
1,247,0,103,.7,label,left,B,guitar,acoustic,2,bird,B,guitar_acoustic_2,bird_label_B,1
1,211,0,67,.9,label,right,A,guitar,electric,2,phone,A,guitar_electric_2,phone_label_A,1
1,272,0,128,.9,label,left,B,phone,rotary,1,drum,B,phone_rotary_1,drum_label_B,1
1,61,1,61,.9,label,right,A,bird,hawk,2,bird,A,bird_hawk_2,bird_label_A,1
1,266,0,122,.9,label,left,B,dog,york,1,guitar,B,dog_york_1,guitar_label_B,1
1,110,1,110,.7,label,right,B,dog,york,1,dog,B,dog_york_1,dog_label_B,1
1,30,1,30,.7,label,left,A,guitar,electric,1,guitar,A,guitar_electric_1,guitar_label_A,1
1,170,0,26,.7,label,left,A,dog,rott,1,phone,A,dog_rott_1,phone_label_A,1
1,199,0,55,.9,label,left,A,guitar,electric,2,bird,A,guitar_electric_2,bird_label_A,1
1,95,1,95,.6,label,right,B,motor,harley,2,motor,B,motor_harley_2,motor_label_B,1
1,239,0,95,.6,label,right,B,motor,harley,2,dog,B,motor_harley_2,dog_label_B,1
1,88,1,88,.6,label,right,B,drum,bongo,1,drum,B,drum_bongo_1,drum_label_B,1
1,258,0,114,.7,label,right,B,guitar,acoustic,1,phone,B,guitar_acoustic_1,phone_label_B,1
1,176,0,32,.7,label,left,A,phone,cell,1,guitar,A,phone_cell_1,guitar_label_A,1
1,163,0,19,.6,label,right,A,guitar,electric,2,dog,A,guitar_electric_2,dog_label_A,1
1,51,1,51,.9,label,left,A,dog,rott,2,dog,A,dog_rott_2,dog_label_A,1
1,280,0,136,.9,label,right,B,drum,bongo,1,guitar,B,drum_bongo_1,guitar_label_B,1
1,225,0,81,.6,label,left,B,phone,rotary,2,motor,B,phone_rotary_2,motor_label_B,1
1,188,0,44,.7,label,right,A,phone,cell,1,drum,A,phone_cell_1,drum_label_A,1
1,229,0,85,.6,label,right,B,bird,song,2,guitar,B,bird_song_2,guitar_label_B,1
1,234,0,90,.6,label,right,B,guitar,acoustic,1,dog,B,guitar_acoustic_1,dog_label_B,1
1,161,0,17,.6,label,right,A,drum,kit,2,guitar,A,drum_kit_2,guitar_label_A,1
1,194,0,50,.9,label,left,A,dog,rott,1,drum,A,dog_rott_1,drum_label_A,1
1,202,0,58,.9,label,left,A,motor,dirt,1,guitar,A,motor_dirt_1,guitar_label_A,1
1,173,0,29,.7,label,left,A,drum,kit,2,bird,A,drum_kit_2,bird_label_A,1
1,40,1,40,.7,label,right,A,drum,kit,1,drum,A,drum_kit_1,drum_label_A,1
1,35,1,35,.7,label,left,A,motor,dirt,2,motor,A,motor_dirt_2,motor_label_A,1
1,115,1,115,.7,label,right,B,guitar,acoustic,2,guitar,B,guitar_acoustic_2,guitar_label_B,1
1,104,1,104,.7,label,left,B,phone,rotary,1,phone,B,phone_rotary_1,phone_label_B,1
1,193,0,49,.9,label,left,A,bird,hawk,2,dog,A,bird_hawk_2,dog_label_A,1
1,259,0,115,.7,label,right,B,guitar,acoustic,2,phone,B,guitar_acoustic_2,phone_label_B,1
1,80,1,80,.6,label,left,B,phone,rotary,1,phone,B,phone_rotary_1,phone_label_B,1
1,132,1,132,.9,label,right,B,bird,song,1,bird,B,bird_song_1,bird_label_B,1
